ID,site,tank,pump,error,meter_drift_rates,change_dates
1853,5,3,2,1,0.015766345,26/01/2022 18:56
3164,5,4,1,0,,
4730,5,4,1,1,-0.014111535,5/03/2022 9:49
3697,5,4,0,0,,
4854,5,4,0,1,-0.014769685,16/03/2022 8:11
7959,5,4,8,0,,
2053,5,4,8,1,0.015043273,1/01/2022 16:34
5624,5,4,7,0,,
3149,5,4,7,1,0.015011221,18/03/2022 7:09
5080,6,0,6,0,,
5985,6,0,6,1,0.014501914,28/09/2021 5:06
5953,6,0,4,0,,
9077,6,0,4,1,-0.014326582,16/09/2021 6:16
6062,6,0,8,0,,
8829,6,0,8,1,0.014363156,22/08/2021 12:04
1427,6,0,7,0,,
6452,6,0,7,1,0.014229205,16/09/2021 18:20
1543,6,0,2,0,,
8600,6,0,2,1,0.014082222,11/08/2021 10:12
9598,6,0,1,0,,
4533,6,0,1,1,0.015325996,7/09/2021 3:43
8737,6,0,9,0,,
4009,6,0,9,1,0.015178711,13/08/2021 2:18
4028,6,0,9,0,,
6427,6,0,9,1,-0.014258885,12/09/2021 12:26
3698,6,0,9,0,,
8807,6,0,9,1,0.014681222,26/08/2021 7:52
6263,6,1,6,0,,
5594,6,1,6,1,-0.014912126,1/09/2021 15:33
3050,6,1,7,0,,
7204,6,1,7,1,-0.01488813,13/08/2021 7:07
8293,6,1,8,0,,
5745,6,1,8,1,0.014064188,7/09/2021 6:44
7222,6,1,2,0,,
2022,6,1,2,1,-0.014735017,20/09/2021 8:13
8287,6,1,4,0,,
9245,6,1,4,1,-0.015351458,6/10/2021 11:36
6249,6,1,1,0,,
4449,6,1,1,1,-0.01554133,8/08/2021 15:08
5432,6,2,8,0,,
8162,6,2,8,1,0.015375892,1/09/2021 5:59
3876,6,2,7,0,,
4307,6,2,7,1,0.01526172,22/08/2021 11:42
1295,6,2,6,0,,
7822,6,2,6,1,-0.015856185,3/09/2021 12:44
6179,6,2,2,0,,
6552,6,2,2,1,0.015693697,30/08/2021 13:27
3049,6,3,4,0,,
7689,6,3,4,1,-0.014274307,17/08/2021 18:38
6290,6,3,5,0,,
3598,6,3,5,1,-0.014269333,22/07/2021 7:59
1714,6,4,7,0,,
2639,6,4,7,1,-0.015229172,26/09/2021 19:51
3741,6,4,8,0,,
6838,6,4,8,1,-0.015247338,5/10/2021 12:06
3854,6,4,6,0,,
8407,6,4,6,1,-0.014169382,6/09/2021 8:20
2434,6,4,4,0,,
5224,6,4,4,1,-0.01555235,6/09/2021 16:53
8182,6,4,5,0,,
2795,6,4,5,1,-0.015592208,15/09/2021 4:26
2426,6,4,1,0,,
3053,6,4,1,1,-0.015198378,24/09/2021 5:46
8610,6,4,2,0,,
3843,6,4,2,1,-0.01491151,17/08/2021 9:30
9546,6,6,2,0,,
7314,6,6,2,1,-0.014385623,27/09/2021 14:02
3264,6,6,2,0,,
5184,6,6,2,1,-0.014699418,31/08/2021 22:14
6740,6,7,2,0,,
6145,6,7,2,1,0.015810426,21/09/2021 3:47
9455,6,7,2,0,,
9373,6,7,2,1,-0.015636608,11/09/2021 8:24
7198,6,7,2,0,,
8150,6,7,2,1,0.01544315,9/08/2021 14:40
2085,7,1,2,0,,
3453,7,1,2,1,-0.015307141,7/01/2022 11:46
1117,7,1,2,0,,
5658,7,1,2,1,0.015263845,2/02/2022 6:38
6455,7,2,2,0,,
9664,7,2,2,1,-0.014990092,17/02/2022 8:44
7429,7,2,6,0,,
2645,7,2,6,1,-0.014935535,17/01/2022 13:23
8669,7,3,2,0,,
7895,7,3,2,1,-0.015801859,18/01/2022 21:32
9286,7,3,6,0,,
4644,7,3,6,1,-0.014127392,29/01/2022 12:04
6256,7,4,2,0,,
7039,7,4,2,1,-0.015751528,13/02/2022 15:00
7318,7,4,2,0,,
3442,7,4,2,1,0.015581682,28/02/2022 17:36
8926,7,5,1,0,,
7982,7,5,1,1,-0.014566972,5/03/2022 9:04
4659,7,5,5,0,,
9210,7,5,5,1,-0.015633778,4/02/2022 17:10
5268,7,5,4,0,,
6800,7,5,4,1,-0.014142564,2/01/2022 8:25
7258,7,5,7,0,,
4204,7,5,7,1,-0.015946546,22/01/2022 16:39
3055,7,5,0,0,,
5765,7,5,0,1,-0.01509535,11/03/2022 17:25
5577,7,5,3,0,,
6175,7,5,3,1,0.015589151,3/03/2022 15:34
6189,7,6,2,0,,
5282,7,6,2,1,-0.015448392,20/02/2022 12:57
2036,7,6,2,0,,
6994,7,6,2,1,0.014583877,12/03/2022 18:54
2381,7,6,8,0,,
7530,7,6,8,1,0.014139368,19/01/2022 11:05
2557,7,6,2,0,,
3144,7,6,2,1,0.014094941,19/03/2022 15:51
9098,7,7,3,0,,
5960,7,7,3,1,0.015656012,22/03/2022 18:01
5222,7,7,0,0,,
2121,7,7,0,1,0.01452821,14/01/2022 15:49
1494,7,7,2,0,,
3124,7,7,2,1,-0.015695467,7/02/2022 15:23
6323,7,7,4,0,,
7663,7,7,4,1,-0.014085613,15/02/2022 12:26
8791,7,7,7,0,,
6877,7,7,7,1,0.015335688,18/02/2022 9:12
6344,7,8,8,0,,
9625,7,8,8,1,0.015298703,14/02/2022 10:58
7043,7,8,2,0,,
9765,7,8,2,1,-0.015765722,15/01/2022 21:34
3358,8,0,0,0,,
6473,8,0,0,1,-0.01488046,22/03/2022 6:38
4699,8,0,5,0,,
6093,8,0,5,1,-0.015161219,12/03/2022 11:37
8835,8,0,6,0,,
1394,8,0,6,1,0.014603855,7/03/2022 18:31
9800,8,0,8,0,,
1752,8,0,8,1,-0.014372468,31/01/2022 6:41
4942,8,0,2,0,,
9420,8,0,2,1,0.01533446,11/02/2022 14:49
3903,8,0,4,0,,
3121,8,0,4,1,0.014723078,14/01/2022 13:43
6706,8,0,1,0,,
5270,8,0,1,1,-0.015650615,3/02/2022 14:56
3849,8,2,6,0,,
9509,8,2,6,1,0.015151728,11/01/2022 14:05
6152,8,2,4,0,,
2595,8,2,4,1,0.014433821,19/01/2022 8:55
6013,8,2,8,0,,
1617,8,2,8,1,0.014339888,20/03/2022 9:37
2148,8,2,5,0,,
1107,8,2,5,1,0.014976876,3/03/2022 8:27
6057,8,2,2,0,,
6387,8,2,2,1,-0.015805442,4/02/2022 11:30
6791,8,2,7,0,,
6985,8,2,7,1,0.015791883,19/03/2022 7:40
4292,8,3,6,0,,
7592,8,3,6,1,0.015050656,8/01/2022 15:40
4002,8,3,7,0,,
6172,8,3,7,1,0.015532478,21/03/2022 7:47
2332,8,3,5,0,,
9481,8,3,5,1,-0.015808563,30/12/2021 8:51
5484,8,3,2,0,,
3525,8,3,2,1,-0.014742011,5/02/2022 9:39
3466,8,3,8,0,,
1562,8,3,8,1,-0.015374946,4/04/2022 8:50
6829,8,3,4,0,,
3100,8,3,4,1,0.014563467,31/01/2022 11:57
9978,8,3,2,0,,
6098,8,3,2,1,-0.014204484,26/01/2022 17:26
3624,8,4,8,0,,
2996,8,4,8,1,0.014254899,27/02/2022 12:00
7193,8,4,6,0,,
6739,8,4,6,1,0.014684949,9/02/2022 15:44
6003,8,4,2,0,,
7878,8,4,2,1,-0.014444337,25/03/2022 12:34
7060,9,0,1,0,,
8845,9,0,1,1,-0.015647704,22/03/2022 11:08
2929,9,0,0,0,,
9457,9,0,0,1,0.014047196,14/03/2022 12:24
3413,9,0,4,0,,
9029,9,0,4,1,-0.014998158,20/01/2022 18:42
4054,9,0,5,0,,
1537,9,0,5,1,0.014341385,23/03/2022 15:43
2597,9,0,7,0,,
5788,9,0,7,1,0.015129771,16/01/2022 14:36
3928,9,1,2,0,,
5221,9,1,2,1,-0.014704871,15/02/2022 19:00
8622,9,1,2,0,,
4933,9,1,2,1,0.015313968,18/03/2022 7:13
5199,9,1,3,0,,
4336,9,1,3,1,0.014765963,13/03/2022 14:39
7239,9,1,2,0,,
5464,9,1,2,1,-0.015863952,14/02/2022 21:57
6578,9,2,1,0,,
3493,9,2,1,1,-0.014259224,1/02/2022 14:53
5279,9,2,2,0,,
5513,9,2,2,1,-0.01592705,16/02/2022 6:51
5940,9,2,2,0,,
1600,9,2,2,1,0.015597777,19/03/2022 10:06
2237,9,2,0,0,,
4345,9,2,0,1,-0.014262546,17/03/2022 16:43
6227,9,2,3,0,,
7872,9,2,3,1,0.015753745,14/02/2022 20:16
7985,9,3,2,0,,
7816,9,3,2,1,0.015938399,25/02/2022 6:47
2744,9,3,2,0,,
6389,9,3,2,1,-0.014238347,18/01/2022 19:39
5119,9,3,3,0,,
5334,9,3,3,1,0.014123743,20/02/2022 22:16
6205,9,3,0,0,,
4162,9,3,0,1,0.015714522,22/02/2022 9:58
5734,9,3,2,0,,
3349,9,3,2,1,0.014324591,1/02/2022 17:44
8712,9,3,1,0,,
7293,9,3,1,1,0.015000018,28/02/2022 13:35
9794,9,3,4,0,,
1886,9,3,4,1,0.014202804,19/02/2022 17:55
7775,9,3,5,0,,
7499,9,3,5,1,0.014823412,22/01/2022 11:35
8542,9,4,7,0,,
4190,9,4,7,1,-0.014252559,23/03/2022 16:09
8176,9,4,2,0,,
6341,9,4,2,1,0.014212279,21/01/2022 6:56
5867,9,4,6,0,,
8318,9,4,6,1,0.015478885,23/02/2022 21:46
1101,9,4,8,0,,
4921,9,4,8,1,-0.014971282,7/02/2022 14:44
2670,10,0,6,0,,
6884,10,0,6,1,-0.014528522,2/11/2021 10:37
7393,10,0,3,0,,
4807,10,0,3,1,0.015630487,20/10/2021 9:14
3650,10,0,2,0,,
6961,10,0,2,1,-0.01478421,14/10/2021 23:38
1838,10,0,2,0,,
5319,10,0,2,1,0.014682626,4/10/2021 2:37
6461,10,1,2,0,,
8194,10,1,2,1,-0.014920182,30/10/2021 15:14
1740,10,1,6,0,,
9129,10,1,6,1,0.014169155,6/10/2021 5:11
2684,10,1,2,0,,
8496,10,1,2,1,-0.014223974,11/10/2021 2:56
7542,10,1,6,0,,
1615,10,1,6,1,-0.015995085,7/10/2021 9:53
6575,10,2,2,0,,
6240,10,2,2,1,-0.014376272,4/10/2021 1:23
2456,10,2,2,0,,
5756,10,2,2,1,-0.015134266,27/09/2021 22:07
2659,10,2,6,0,,
2772,10,2,6,1,-0.014996554,5/08/2021 2:54
1487,10,2,6,0,,
9404,10,2,6,1,0.014154197,16/10/2021 14:28
3456,10,3,6,0,,
4628,10,3,6,1,0.015735194,25/10/2021 12:34
8817,10,3,2,0,,
3141,10,3,2,1,0.015613862,15/11/2021 11:29
9827,10,3,8,0,,
1641,10,3,8,1,0.01479424,8/10/2021 10:10
8534,10,3,7,0,,
5439,10,3,7,1,-0.014119224,21/09/2021 15:17
8324,10,4,1,0,,
4284,10,4,1,1,0.014071353,14/09/2021 7:46
3419,10,4,5,0,,
1560,10,4,5,1,-0.01400475,11/11/2021 15:07
1019,10,4,0,0,,
6921,10,4,0,1,0.015585279,1/10/2021 9:11
3093,10,4,4,0,,
4892,10,4,4,1,0.015321523,27/09/2021 19:29
6547,10,5,1,0,,
2429,10,5,1,1,0.015865488,5/10/2021 12:28
6280,10,5,4,0,,
1522,10,5,4,1,-0.015921751,30/09/2021 20:20
4425,10,5,5,0,,
7706,10,5,5,1,-0.014701683,15/11/2021 7:09
7490,10,6,8,0,,
3391,10,6,8,1,-0.015118122,13/09/2021 13:52
4835,10,6,6,0,,
3566,10,6,6,1,0.015419421,1/11/2021 10:46
5849,10,6,7,0,,
8328,10,6,7,1,0.015585162,30/10/2021 13:05
5385,10,6,1,0,,
9278,10,6,1,1,0.01491392,1/11/2021 2:21
3949,10,6,4,0,,
8506,10,6,4,1,0.014653168,29/10/2021 16:21
6276,10,6,0,0,,
5585,10,6,0,1,-0.014044272,1/11/2021 12:58
4902,10,6,5,0,,
8467,10,6,5,1,0.015484853,22/10/2021 19:03
4873,10,6,2,0,,
7054,10,6,2,1,0.014006816,30/09/2021 1:43
6521,10,7,7,0,,
4965,10,7,7,1,0.015594437,28/09/2021 23:48
6491,10,7,4,0,,
3926,10,7,4,1,-0.014589667,29/10/2021 19:39
4161,10,7,5,0,,
7127,10,7,5,1,-0.015555349,12/11/2021 2:02
3707,10,7,8,0,,
9422,10,7,8,1,0.015412177,23/09/2021 20:07
1867,10,7,1,0,,
9477,10,7,1,1,-0.014960847,22/09/2021 22:40
7159,10,7,2,0,,
8342,10,7,2,1,0.014706536,11/11/2021 13:25
8583,10,7,6,0,,
3593,10,7,6,1,0.014203477,16/10/2021 9:27
8259,10,7,0,0,,
5356,10,7,0,1,0.015485082,9/11/2021 4:37
9945,11,0,4,0,,
1306,11,0,4,1,-0.015618309,5/03/2022 12:29
7124,11,0,5,0,,
3779,11,0,5,1,0.014312266,22/01/2022 20:16
3564,11,0,0,0,,
4335,11,0,0,1,0.015753408,10/03/2022 14:11
1447,11,0,2,0,,
4736,11,0,2,1,-0.015007196,9/02/2022 14:42
1510,11,0,7,0,,
7781,11,0,7,1,0.015650937,10/02/2022 21:41
9966,11,0,6,0,,
4494,11,0,6,1,0.015826457,21/01/2022 13:25
7546,11,0,1,0,,
3775,11,0,1,1,-0.014856368,27/01/2022 12:01
6956,11,1,4,0,,
5375,11,1,4,1,0.014790917,15/03/2022 19:43
9684,11,1,5,0,,
8992,11,1,5,1,0.014378399,17/02/2022 17:58
5169,11,1,8,0,,
3730,11,1,8,1,0.014932064,17/03/2022 11:19
7267,11,1,7,0,,
9862,11,1,7,1,0.015178961,5/01/2022 22:57
3902,11,2,0,0,,
5533,11,2,0,1,0.014269553,28/02/2022 12:43
6786,11,2,1,0,,
4179,11,2,1,1,0.014043389,21/03/2022 11:30
5189,11,2,6,0,,
7381,11,2,6,1,0.014379045,4/03/2022 11:27
7658,11,2,2,0,,
6029,11,2,2,1,-0.014750812,21/03/2022 9:39
4146,11,3,6,0,,
4497,11,3,6,1,-0.014170025,14/01/2022 13:57
3938,11,3,1,0,,
4657,11,3,1,1,0.015512716,30/12/2021 8:09
9475,11,3,2,0,,
3422,11,3,2,1,0.015301004,13/01/2022 17:33
5540,11,3,5,0,,
1557,11,3,5,1,0.015343607,6/01/2022 12:33
7146,11,3,4,0,,
6889,11,3,4,1,0.015092195,1/03/2022 7:45
2995,11,3,0,0,,
2928,11,3,0,1,-0.014236292,9/02/2022 13:51
7934,11,3,7,0,,
2196,11,3,7,1,-0.014004753,13/02/2022 9:57
9486,12,0,2,0,,
4718,12,0,2,1,0.015400894,20/01/2022 17:52
9173,12,0,2,0,,
5551,12,0,2,1,0.014715723,30/01/2022 11:36
1478,12,0,5,0,,
8957,12,0,5,1,-0.014230309,3/01/2022 16:24
5954,12,0,7,0,,
8230,12,0,7,1,-0.01521402,10/03/2022 19:35
6370,12,0,2,0,,
7841,12,0,2,1,0.015415328,6/02/2022 2:46
1597,12,0,4,0,,
6636,12,0,4,1,-0.015109346,13/02/2022 20:15
6966,12,0,2,0,,
2850,12,0,2,1,0.015244608,18/03/2022 9:57
2253,12,0,8,0,,
7190,12,0,8,1,-0.015503534,11/03/2022 12:19
6185,12,1,0,0,,
5888,12,1,0,1,0.015593337,15/01/2022 6:44
8875,12,1,1,0,,
7711,12,1,1,1,0.014012931,15/02/2022 19:10
4072,12,1,6,0,,
4707,12,1,6,1,0.015645301,5/02/2022 17:22
8447,12,1,2,0,,
6771,12,1,2,1,0.015702856,9/03/2022 7:53
4129,12,1,2,0,,
3735,12,1,2,1,-0.015320065,20/03/2022 22:52
3784,12,1,3,0,,
7728,12,1,3,1,-0.014891922,4/03/2022 17:15
6404,12,1,2,0,,
9293,12,1,2,1,-0.014728689,11/03/2022 13:25
5494,12,2,2,0,,
6478,12,2,2,1,0.015301626,20/01/2022 17:34
6736,12,2,2,0,,
1081,12,2,2,1,0.015356609,7/03/2022 8:05
5937,12,2,2,0,,
3864,12,2,2,1,-0.014223828,25/02/2022 9:22
2453,12,2,2,0,,
6789,12,2,2,1,-0.014332204,23/03/2022 15:51
1565,12,2,1,0,,
4654,12,2,1,1,0.014630874,21/03/2022 11:03
7925,12,2,0,0,,
1044,12,2,0,1,0.014915772,14/02/2022 8:23
7698,12,2,7,0,,
1976,12,2,7,1,-0.015970174,25/01/2022 17:06
6437,12,2,3,0,,
9374,12,2,3,1,0.015411674,14/01/2022 11:16
8170,12,3,2,0,,
1042,12,3,2,1,-0.015148699,10/02/2022 8:36
6187,12,3,7,0,,
3119,12,3,7,1,-0.0149399,5/01/2022 21:13
7250,12,3,0,0,,
7675,12,3,0,1,0.015500451,10/02/2022 5:55
4231,12,3,2,0,,
3393,12,3,2,1,0.015029516,22/01/2022 21:04
3321,12,3,2,0,,
3056,12,3,2,1,-0.015158106,25/02/2022 8:27
8375,12,3,2,0,,
8894,12,3,2,1,0.015648711,12/02/2022 3:44
1945,12,3,1,0,,
1022,12,3,1,1,0.014880519,3/02/2022 20:42
5694,12,3,2,0,,
3245,12,3,2,1,0.015088435,19/03/2022 23:10
7631,12,4,7,0,,
6513,12,4,7,1,0.014208625,19/03/2022 9:20
7996,12,4,1,0,,
8766,12,4,1,1,0.014194211,20/03/2022 8:48
2334,12,4,5,0,,
6178,12,4,5,1,0.014185719,17/02/2022 14:18
9445,12,4,2,0,,
8615,12,4,2,1,-0.015174255,25/02/2022 17:07
5131,12,4,2,0,,
5298,12,4,2,1,0.015892673,28/01/2022 12:27
6465,12,4,6,0,,
1914,12,4,6,1,0.015703335,10/02/2022 8:04
4670,12,4,2,0,,
9940,12,4,2,1,-0.014050103,26/02/2022 18:18
1415,12,4,0,0,,
7188,12,4,0,1,-0.015447602,9/03/2022 17:22
3228,12,4,2,0,,
6993,12,4,2,1,-0.014655839,10/03/2022 15:08
4894,12,4,2,0,,
6611,12,4,2,1,0.014551937,8/02/2022 9:30
7548,12,4,8,0,,
1468,12,4,8,1,-0.015780423,29/01/2022 17:14
8928,12,4,4,0,,
8857,12,4,4,1,0.014775337,19/03/2022 14:09
5188,12,4,3,0,,
8286,12,4,3,1,0.015286158,12/02/2022 16:51
3357,12,5,6,0,,
8507,12,5,6,1,-0.014536163,24/02/2022 17:29
6662,12,5,2,0,,
9075,12,5,2,1,0.014685326,26/12/2021 6:59
5408,12,5,6,0,,
2449,12,5,6,1,0.014211383,8/02/2022 5:42
2473,12,5,6,0,,
2341,12,5,6,1,0.015693849,16/02/2022 3:53
1663,12,6,2,0,,
3033,12,6,2,1,-0.015647457,5/02/2022 9:24
8268,12,6,2,0,,
7655,12,6,2,1,0.015958641,9/02/2022 12:36
2075,12,6,6,0,,
1660,12,6,6,1,-0.014562819,20/01/2022 20:58
3567,12,6,8,0,,
