ID,site,tank,pump,error,meter_drift_rates,change_dates
4704,1,2,2,1,0.02436856,5/05/2021 9:23
9032,1,2,2,0,,
5814,1,2,2,1,-0.025170132,15/06/2021 2:30
3458,1,3,2,0,,
5065,1,3,2,1,-0.025595282,19/04/2021 4:20
3028,1,3,2,0,,
3749,1,3,2,1,0.024416112,9/06/2021 8:21
4489,1,4,7,0,,
9328,1,4,7,1,0.025380379,4/05/2021 19:14
5859,1,4,8,0,,
2335,1,4,8,1,-0.024649066,9/05/2021 17:06
7158,1,4,0,0,,
9642,1,4,0,1,-0.025890786,20/05/2021 8:19
7594,1,4,1,0,,
8385,1,4,1,1,0.025334904,28/04/2021 13:06
1962,1,5,6,0,,
1442,1,5,6,1,0.025137861,14/06/2021 18:08
2101,1,5,2,0,,
1253,1,5,2,1,-0.024929019,5/06/2021 16:13
5364,1,5,5,0,,
5830,1,5,5,1,-0.02557503,14/04/2021 17:56
4743,1,5,4,0,,
2554,1,5,4,1,0.024514439,24/05/2021 11:14
9274,1,6,5,0,,
4606,1,6,5,1,-0.024602711,24/04/2021 12:04
6366,1,6,4,0,,
2095,1,6,4,1,-0.025492772,8/05/2021 13:06
1466,1,6,0,0,,
2953,1,6,0,1,0.024909172,29/04/2021 9:54
9855,1,6,1,0,,
1545,1,6,1,1,-0.025775248,4/05/2021 11:10
9777,1,7,6,0,,
7128,1,7,6,1,-0.025653661,26/04/2021 8:15
7093,1,7,2,0,,
9106,1,7,2,1,0.025988984,25/05/2021 20:32
7584,1,7,8,0,,
9218,1,7,8,1,0.024934193,24/04/2021 7:36
8382,1,7,7,0,,
7525,1,7,7,1,-0.024771036,26/04/2021 12:35
6555,2,0,7,0,,
4596,2,0,7,1,-0.024104827,31/03/2022 9:24
7010,2,0,5,0,,
7963,2,0,5,1,-0.025509338,16/01/2022 10:55
3448,2,0,4,0,,
7097,2,0,4,1,-0.025924688,26/01/2022 11:34
3832,2,0,8,0,,
9759,2,0,8,1,0.024709626,8/02/2022 17:43
2966,2,1,7,0,,
1529,2,1,7,1,-0.0248393,7/01/2022 14:58
5711,2,1,8,0,,
8518,2,1,8,1,0.025791116,6/01/2022 12:25
6282,2,1,5,0,,
2076,2,1,5,1,-0.025067239,21/01/2022 15:53
6164,2,1,4,0,,
4139,2,1,4,1,0.024319951,13/01/2022 18:05
1456,2,2,6,0,,
9672,2,2,6,1,-0.025173015,4/01/2022 10:43
6938,2,2,2,0,,
5810,2,2,2,1,0.025857244,31/12/2021 15:30
1046,2,3,6,0,,
1830,2,3,6,1,0.025588027,16/12/2021 8:20
2650,2,3,2,0,,
3842,2,3,2,1,-0.024553242,24/12/2021 11:41
4584,2,4,3,0,,
6686,2,4,3,1,0.024119401,30/01/2022 19:05
2765,2,4,2,0,,
4166,2,4,2,1,0.025357931,19/01/2022 12:31
9770,3,1,8,0,,
9994,3,1,8,1,-0.025945405,14/03/2022 9:40
7980,3,1,2,0,,
8221,3,1,2,1,0.025779175,13/01/2022 13:44
9394,3,1,7,0,,
2006,3,1,7,1,-0.025017493,6/02/2022 8:55
8902,3,1,4,0,,
1201,3,1,4,1,-0.025571612,23/02/2022 8:11
1865,3,1,5,0,,
9180,3,1,5,1,-0.025828728,12/02/2022 6:54
2863,3,3,2,0,,
9932,3,3,2,1,0.024880236,28/01/2022 7:08
4496,3,3,8,0,,
6871,3,3,8,1,-0.025883446,13/03/2022 16:38
5648,3,3,4,0,,
5124,3,3,4,1,-0.025402914,18/03/2022 8:49
1570,3,3,5,0,,
7534,3,3,5,1,-0.025422697,20/02/2022 15:11
4011,3,3,7,0,,
5733,3,3,7,1,-0.0242554,20/02/2022 14:48
1718,3,4,1,0,,
1630,3,4,1,1,0.024383793,21/02/2022 12:33
6273,3,4,0,0,,
8839,3,4,0,1,-0.02536598,21/03/2022 13:59
3908,4,0,7,0,,
4502,4,0,7,1,0.024170897,13/01/2022 14:13
4368,4,0,4,0,,
6271,4,0,4,1,0.024570273,2/03/2022 20:15
9411,4,0,8,0,,
6244,4,0,8,1,-0.025449814,4/03/2022 17:41
6197,4,0,5,0,,
1106,4,0,5,1,0.024679751,17/03/2022 18:27
6741,4,1,6,0,,
2583,4,1,6,1,0.025251364,20/03/2022 0:55
6647,4,1,8,0,,
5613,4,1,8,1,0.024237412,11/01/2022 7:33
3910,4,1,2,0,,
3536,4,1,2,1,0.025257428,12/02/2022 0:26
2181,4,1,7,0,,
8252,4,1,7,1,0.025151911,18/01/2022 10:29
1407,4,2,4,0,,
7437,4,2,4,1,-0.024631941,23/02/2022 20:27
6485,4,2,5,0,,
7759,4,2,5,1,0.025959137,17/01/2022 6:56
4352,4,2,1,0,,
1893,4,2,1,1,-0.024847442,26/12/2021 13:06
1057,4,2,0,0,,
1576,4,2,0,1,-0.024518023,28/02/2022 14:56
2215,4,3,2,0,,
4362,4,3,2,1,-0.025459621,12/01/2022 9:24
3257,4,3,6,0,,
7538,4,3,6,1,-0.024396088,18/01/2022 8:05
3538,4,3,0,0,,
6438,4,3,0,1,0.024747951,6/02/2022 16:01
8164,4,3,1,0,,
2401,4,3,1,1,0.024822847,11/02/2022 8:57
4171,4,4,3,0,,
1728,4,4,3,1,-0.025802716,16/12/2021 10:40
7248,5,0,3,0,,
8880,5,0,3,1,0.025018748,12/03/2022 14:17
8093,5,0,5,0,,
5117,5,0,5,1,-0.025097388,9/02/2022 13:12
4105,5,0,2,0,,
3107,5,0,2,1,-0.025015533,8/03/2022 15:57
8442,5,0,4,0,,
1989,5,0,4,1,-0.024001998,24/01/2022 11:51
3338,5,0,6,0,,
4286,5,0,6,1,-0.02496744,2/02/2022 14:55
6052,5,0,2,0,,
2725,5,0,2,1,-0.025125315,14/01/2022 7:42
9807,5,1,2,0,,
4423,5,1,2,1,0.025898124,18/03/2022 10:34
3311,5,1,2,0,,
3822,5,1,2,1,-0.025759921,21/01/2022 15:44
3142,5,2,7,0,,
4673,5,2,7,1,-0.025592307,14/02/2022 20:22
1671,5,2,4,0,,
6285,5,2,4,1,0.024831797,17/02/2022 17:56
2506,5,2,8,0,,
5627,5,2,8,1,0.024504542,25/02/2022 17:28
3241,5,2,5,0,,
9063,5,2,5,1,-0.025344342,4/02/2022 18:22
8653,5,2,2,0,,
3026,5,2,2,1,0.024969555,28/01/2022 14:26
6348,5,2,2,0,,
7078,5,2,2,1,0.024457207,10/03/2022 16:00
6982,5,3,0,0,,
6607,5,3,0,1,0.025530293,31/12/2021 13:54
5829,5,3,1,0,,
8808,5,3,1,1,-0.02468214,18/01/2022 10:30
8581,5,3,2,0,,
9056,5,3,2,1,-0.025081824,12/03/2022 12:15
6846,5,3,2,0,,
1853,5,3,2,1,0.025438272,15/01/2022 10:24
3164,5,4,1,0,,
4730,5,4,1,1,-0.02579992,10/03/2022 13:01
3697,5,4,0,0,,
4854,5,4,0,1,0.024188505,16/02/2022 8:59
7959,5,4,8,0,,
2053,5,4,8,1,0.024258531,30/12/2021 11:56
5624,5,4,7,0,,
3149,5,4,7,1,0.024027122,21/12/2021 11:16
5080,6,0,6,0,,
5985,6,0,6,1,-0.025892813,28/09/2021 5:06
5953,6,0,4,0,,
9077,6,0,4,1,-0.025735917,22/08/2021 13:16
6062,6,0,8,0,,
8829,6,0,8,1,-0.025556286,12/10/2021 5:39
1427,6,0,7,0,,
6452,6,0,7,1,0.025510328,21/09/2021 11:29
1543,6,0,2,0,,
8600,6,0,2,1,0.024529896,18/08/2021 15:15
9598,6,0,1,0,,
4533,6,0,1,1,-0.025162705,26/07/2021 14:12
8737,6,0,9,0,,
4009,6,0,9,1,0.024661581,28/07/2021 7:43
4028,6,0,9,0,,
6427,6,0,9,1,-0.02562403,27/09/2021 14:14
3698,6,0,9,0,,
8807,6,0,9,1,-0.025244699,5/08/2021 5:13
6263,6,1,6,0,,
5594,6,1,6,1,-0.025335495,14/09/2021 16:26
3050,6,1,7,0,,
7204,6,1,7,1,-0.025109733,11/08/2021 6:57
8293,6,1,8,0,,
5745,6,1,8,1,-0.024411986,24/08/2021 15:56
7222,6,1,2,0,,
2022,6,1,2,1,-0.025873819,17/08/2021 8:39
8287,6,1,4,0,,
9245,6,1,4,1,-0.02583299,14/09/2021 11:05
6249,6,1,1,0,,
4449,6,1,1,1,-0.024455739,27/08/2021 10:11
5432,6,2,8,0,,
8162,6,2,8,1,0.025222254,7/09/2021 13:10
3876,6,2,7,0,,
4307,6,2,7,1,0.02584185,3/08/2021 11:49
1295,6,2,6,0,,
7822,6,2,6,1,-0.024796002,5/09/2021 17:23
6179,6,2,2,0,,
6552,6,2,2,1,-0.024448952,10/08/2021 5:39
3049,6,3,4,0,,
7689,6,3,4,1,0.025045135,23/09/2021 11:32
6290,6,3,5,0,,
3598,6,3,5,1,0.024772613,2/08/2021 3:34
1714,6,4,7,0,,
2639,6,4,7,1,-0.024830481,18/09/2021 18:34
3741,6,4,8,0,,
6838,6,4,8,1,-0.025730285,21/09/2021 14:55
3854,6,4,6,0,,
8407,6,4,6,1,-0.024202123,20/08/2021 8:55
2434,6,4,4,0,,
5224,6,4,4,1,-0.024753811,25/08/2021 6:00
8182,6,4,5,0,,
2795,6,4,5,1,0.025881325,14/09/2021 6:13
2426,6,4,1,0,,
3053,6,4,1,1,0.025405929,30/07/2021 7:34
8610,6,4,2,0,,
3843,6,4,2,1,0.025768172,8/09/2021 12:30
9546,6,6,2,0,,
7314,6,6,2,1,0.0243984,4/09/2021 4:55
3264,6,6,2,0,,
5184,6,6,2,1,0.02542562,1/10/2021 14:13
6740,6,7,2,0,,
6145,6,7,2,1,-0.024593289,12/09/2021 16:22
9455,6,7,2,0,,
9373,6,7,2,1,-0.024391798,18/08/2021 5:24
7198,6,7,2,0,,
8150,6,7,2,1,-0.025854957,27/08/2021 15:30
2085,7,1,2,0,,
3453,7,1,2,1,0.024553726,17/03/2022 9:48
1117,7,1,2,0,,
5658,7,1,2,1,0.024516706,23/01/2022 14:51
6455,7,2,2,0,,
9664,7,2,2,1,0.02543767,18/02/2022 8:08
7429,7,2,6,0,,
2645,7,2,6,1,-0.024428798,7/01/2022 16:27
8669,7,3,2,0,,
7895,7,3,2,1,0.024971779,26/02/2022 13:37
9286,7,3,6,0,,
4644,7,3,6,1,-0.025354754,6/02/2022 23:28
6256,7,4,2,0,,
7039,7,4,2,1,0.024334544,6/03/2022 10:03
7318,7,4,2,0,,
3442,7,4,2,1,-0.025581734,11/03/2022 16:04
8926,7,5,1,0,,
7982,7,5,1,1,0.025762901,2/02/2022 13:10
4659,7,5,5,0,,
9210,7,5,5,1,-0.025473399,8/03/2022 15:47
5268,7,5,4,0,,
6800,7,5,4,1,0.02509633,27/02/2022 9:25
7258,7,5,7,0,,
4204,7,5,7,1,-0.025922488,24/02/2022 21:16
3055,7,5,0,0,,
5765,7,5,0,1,0.024058768,2/02/2022 14:57
5577,7,5,3,0,,
6175,7,5,3,1,-0.024993017,4/03/2022 21:49
6189,7,6,2,0,,
5282,7,6,2,1,0.024077104,2/02/2022 17:52
2036,7,6,2,0,,
6994,7,6,2,1,-0.025403806,27/02/2022 10:11
2381,7,6,8,0,,
7530,7,6,8,1,-0.025411307,29/01/2022 16:04
2557,7,6,2,0,,
3144,7,6,2,1,-0.025123259,18/02/2022 9:21
9098,7,7,3,0,,
5960,7,7,3,1,0.025657012,16/02/2022 15:20
5222,7,7,0,0,,
2121,7,7,0,1,0.025965214,21/02/2022 15:53
1494,7,7,2,0,,
3124,7,7,2,1,-0.025337763,8/02/2022 19:05
6323,7,7,4,0,,
7663,7,7,4,1,0.025175912,2/03/2022 10:11
8791,7,7,7,0,,
6877,7,7,7,1,0.024752517,3/03/2022 19:03
6344,7,8,8,0,,
9625,7,8,8,1,-0.024366782,20/03/2022 20:33
7043,7,8,2,0,,
9765,7,8,2,1,0.024118602,6/03/2022 10:38
3358,8,0,0,0,,
6473,8,0,0,1,-0.025570232,3/01/2022 6:49
4699,8,0,5,0,,
6093,8,0,5,1,-0.024207953,16/01/2022 17:00
8835,8,0,6,0,,
1394,8,0,6,1,-0.025480571,4/03/2022 8:18
9800,8,0,8,0,,
1752,8,0,8,1,0.024133827,23/02/2022 14:23
4942,8,0,2,0,,
9420,8,0,2,1,0.02421382,26/01/2022 11:25
3903,8,0,4,0,,
3121,8,0,4,1,0.025628074,12/03/2022 17:04
6706,8,0,1,0,,
5270,8,0,1,1,0.02445008,26/02/2022 14:32
3849,8,2,6,0,,
9509,8,2,6,1,0.025492814,28/01/2022 7:09
6152,8,2,4,0,,
2595,8,2,4,1,-0.025946391,26/01/2022 12:21
6013,8,2,8,0,,
1617,8,2,8,1,0.025317842,20/01/2022 15:09
2148,8,2,5,0,,
1107,8,2,5,1,0.024243133,13/03/2022 11:28
6057,8,2,2,0,,
6387,8,2,2,1,0.024837991,28/02/2022 6:06
6791,8,2,7,0,,
6985,8,2,7,1,-0.024698505,5/01/2022 10:36
4292,8,3,6,0,,
7592,8,3,6,1,0.02465396,22/12/2021 12:45
4002,8,3,7,0,,
6172,8,3,7,1,0.024132368,18/12/2021 15:27
2332,8,3,5,0,,
9481,8,3,5,1,-0.024503351,17/01/2022 10:54
5484,8,3,2,0,,
3525,8,3,2,1,0.02563288,20/02/2022 12:35
3466,8,3,8,0,,
1562,8,3,8,1,-0.024868392,8/02/2022 10:28
6829,8,3,4,0,,
3100,8,3,4,1,0.025691348,2/01/2022 18:00
9978,8,3,2,0,,
6098,8,3,2,1,-0.025159704,3/02/2022 16:43
3624,8,4,8,0,,
2996,8,4,8,1,-0.0253425,22/02/2022 12:48
7193,8,4,6,0,,
6739,8,4,6,1,0.02418137,22/01/2022 12:19
6003,8,4,2,0,,
7878,8,4,2,1,0.024295179,9/02/2022 19:52
7060,9,0,1,0,,
8845,9,0,1,1,0.024063502,12/01/2022 21:07
2929,9,0,0,0,,
9457,9,0,0,1,0.024750296,30/01/2022 11:37
3413,9,0,4,0,,
9029,9,0,4,1,-0.02566102,17/03/2022 14:01
4054,9,0,5,0,,
1537,9,0,5,1,0.025971576,17/03/2022 15:07
2597,9,0,7,0,,
5788,9,0,7,1,-0.025171438,20/01/2022 14:19
3928,9,1,2,0,,
5221,9,1,2,1,0.024439578,19/03/2022 16:54
8622,9,1,2,0,,
4933,9,1,2,1,-0.024180233,25/02/2022 16:45
5199,9,1,3,0,,
4336,9,1,3,1,-0.024304987,10/03/2022 16:34
7239,9,1,2,0,,
5464,9,1,2,1,0.024127269,14/01/2022 11:33
6578,9,2,1,0,,
3493,9,2,1,1,-0.02502242,9/03/2022 11:19
5279,9,2,2,0,,
5513,9,2,2,1,0.025570504,31/01/2022 9:38
5940,9,2,2,0,,
1600,9,2,2,1,-0.024826209,15/03/2022 10:28
2237,9,2,0,0,,
4345,9,2,0,1,0.024272881,3/03/2022 18:11
6227,9,2,3,0,,
7872,9,2,3,1,0.024250741,6/02/2022 17:02
7985,9,3,2,0,,
7816,9,3,2,1,0.025178004,29/01/2022 8:55
2744,9,3,2,0,,
6389,9,3,2,1,-0.024586277,2/03/2022 12:02
5119,9,3,3,0,,
5334,9,3,3,1,-0.025321607,17/01/2022 9:13
6205,9,3,0,0,,
4162,9,3,0,1,0.025469621,3/01/2022 11:54
5734,9,3,2,0,,
3349,9,3,2,1,0.025856442,16/03/2022 14:04
8712,9,3,1,0,,
7293,9,3,1,1,-0.024144935,23/03/2022 15:19
9794,9,3,4,0,,
1886,9,3,4,1,0.025421393,28/01/2022 20:38
7775,9,3,5,0,,
7499,9,3,5,1,0.025272201,20/02/2022 10:54
8542,9,4,7,0,,
4190,9,4,7,1,0.025287318,1/03/2022 8:53
8176,9,4,2,0,,
6341,9,4,2,1,-0.025421904,1/01/2022 12:42
5867,9,4,6,0,,
8318,9,4,6,1,0.024134474,1/03/2022 10:49
1101,9,4,8,0,,
4921,9,4,8,1,0.024687419,21/03/2022 19:28
2670,10,0,6,0,,
6884,10,0,6,1,-0.024260505,27/08/2021 8:50
7393,10,0,3,0,,
4807,10,0,3,1,0.024038535,8/11/2021 1:55
3650,10,0,2,0,,
6961,10,0,2,1,-0.02432867,23/09/2021 14:48
1838,10,0,2,0,,
5319,10,0,2,1,-0.024606774,30/10/2021 12:53
6461,10,1,2,0,,
8194,10,1,2,1,-0.024725342,28/08/2021 9:41
1740,10,1,6,0,,
9129,10,1,6,1,-0.025995751,7/10/2021 11:02
2684,10,1,2,0,,
8496,10,1,2,1,-0.025276354,21/10/2021 1:39
7542,10,1,6,0,,
1615,10,1,6,1,-0.025888005,8/10/2021 10:15
6575,10,2,2,0,,
6240,10,2,2,1,-0.02459555,30/09/2021 5:54
2456,10,2,2,0,,
5756,10,2,2,1,0.024850538,28/09/2021 9:48
2659,10,2,6,0,,
2772,10,2,6,1,0.025187686,6/08/2021 20:18
1487,10,2,6,0,,
9404,10,2,6,1,-0.024099083,22/10/2021 5:19
3456,10,3,6,0,,
4628,10,3,6,1,-0.025081646,9/10/2021 10:28
8817,10,3,2,0,,
3141,10,3,2,1,-0.025049597,19/09/2021 11:11
9827,10,3,8,0,,
1641,10,3,8,1,-0.024053885,19/10/2021 14:41
8534,10,3,7,0,,
5439,10,3,7,1,0.024678374,27/09/2021 16:12
8324,10,4,1,0,,
4284,10,4,1,1,0.02537234,26/08/2021 15:09
3419,10,4,5,0,,
1560,10,4,5,1,-0.02491111,20/10/2021 14:55
1019,10,4,0,0,,
6921,10,4,0,1,0.025275984,9/09/2021 7:50
3093,10,4,4,0,,
4892,10,4,4,1,-0.025856303,23/10/2021 1:59
6547,10,5,1,0,,
2429,10,5,1,1,0.025389578,25/08/2021 17:38
6280,10,5,4,0,,
1522,10,5,4,1,-0.025826073,2/09/2021 13:06
4425,10,5,5,0,,
7706,10,5,5,1,0.025781178,13/11/2021 6:16
7490,10,6,8,0,,
3391,10,6,8,1,-0.024966637,14/09/2021 6:07
4835,10,6,6,0,,
3566,10,6,6,1,-0.025702125,25/10/2021 2:48
5849,10,6,7,0,,
8328,10,6,7,1,0.025562929,14/11/2021 1:17
5385,10,6,1,0,,
9278,10,6,1,1,0.025938896,20/09/2021 22:53
3949,10,6,4,0,,
8506,10,6,4,1,-0.025134906,11/09/2021 2:58
6276,10,6,0,0,,
5585,10,6,0,1,0.024262382,12/11/2021 12:09
4902,10,6,5,0,,
8467,10,6,5,1,-0.024750704,24/09/2021 8:53
4873,10,6,2,0,,
7054,10,6,2,1,0.024311101,4/11/2021 17:43
6521,10,7,7,0,,
4965,10,7,7,1,0.024788572,12/11/2021 6:33
6491,10,7,4,0,,
3926,10,7,4,1,0.024268066,8/10/2021 11:42
4161,10,7,5,0,,
7127,10,7,5,1,0.024719312,2/11/2021 7:29
3707,10,7,8,0,,
9422,10,7,8,1,-0.024537023,19/09/2021 14:14
1867,10,7,1,0,,
9477,10,7,1,1,-0.025031695,30/08/2021 7:57
7159,10,7,2,0,,
8342,10,7,2,1,-0.024417196,22/10/2021 11:04
8583,10,7,6,0,,
3593,10,7,6,1,0.025409612,17/10/2021 15:29
8259,10,7,0,0,,
5356,10,7,0,1,-0.025672091,3/11/2021 5:34
9945,11,0,4,0,,
1306,11,0,4,1,-0.025846006,16/02/2022 10:40
7124,11,0,5,0,,
3779,11,0,5,1,0.025338738,18/02/2022 20:00
3564,11,0,0,0,,
4335,11,0,0,1,0.024955059,25/02/2022 21:11
1447,11,0,2,0,,
4736,11,0,2,1,0.025679817,7/03/2022 17:41
1510,11,0,7,0,,
7781,11,0,7,1,0.024757154,10/02/2022 21:41
9966,11,0,6,0,,
4494,11,0,6,1,-0.025591583,26/02/2022 7:58
7546,11,0,1,0,,
3775,11,0,1,1,-0.024031631,21/01/2022 15:27
6956,11,1,4,0,,
5375,11,1,4,1,0.02478731,2/03/2022 18:30
9684,11,1,5,0,,
8992,11,1,5,1,0.025478185,11/01/2022 7:19
5169,11,1,8,0,,
3730,11,1,8,1,0.024178284,11/03/2022 22:59
7267,11,1,7,0,,
9862,11,1,7,1,-0.024628792,6/03/2022 3:05
3902,11,2,0,0,,
5533,11,2,0,1,0.024293056,9/02/2022 22:27
6786,11,2,1,0,,
4179,11,2,1,1,0.02416644,4/03/2022 11:03
5189,11,2,6,0,,
7381,11,2,6,1,-0.02560848,23/03/2022 18:36
7658,11,2,2,0,,
6029,11,2,2,1,0.025088289,19/03/2022 17:03
4146,11,3,6,0,,
4497,11,3,6,1,-0.025174166,23/02/2022 17:03
3938,11,3,1,0,,
4657,11,3,1,1,0.024259941,21/02/2022 12:29
9475,11,3,2,0,,
3422,11,3,2,1,-0.025137401,13/02/2022 17:37
5540,11,3,5,0,,
1557,11,3,5,1,0.025178487,3/02/2022 0:02
7146,11,3,4,0,,
6889,11,3,4,1,0.024906567,21/01/2022 22:19
2995,11,3,0,0,,
2928,11,3,0,1,-0.025932971,13/01/2022 18:31
7934,11,3,7,0,,
2196,11,3,7,1,0.025840919,18/02/2022 16:57
9486,12,0,2,0,,
4718,12,0,2,1,-0.025837356,24/01/2022 15:50
9173,12,0,2,0,,
5551,12,0,2,1,-0.02496038,1/02/2022 7:22
1478,12,0,5,0,,
8957,12,0,5,1,-0.025441786,10/01/2022 12:44
5954,12,0,7,0,,
8230,12,0,7,1,-0.025977402,13/01/2022 18:51
6370,12,0,2,0,,
7841,12,0,2,1,0.024838203,30/12/2021 14:15
1597,12,0,4,0,,
6636,12,0,4,1,-0.024353263,8/03/2022 13:09
6966,12,0,2,0,,
2850,12,0,2,1,0.025527108,12/02/2022 8:40
2253,12,0,8,0,,
7190,12,0,8,1,0.025018944,7/01/2022 13:15
6185,12,1,0,0,,
5888,12,1,0,1,-0.024239262,6/02/2022 17:33
8875,12,1,1,0,,
7711,12,1,1,1,-0.025016108,6/02/2022 22:01
4072,12,1,6,0,,
4707,12,1,6,1,0.024022741,12/02/2022 18:58
8447,12,1,2,0,,
6771,12,1,2,1,0.024233291,22/01/2022 7:34
4129,12,1,2,0,,
3735,12,1,2,1,0.025150103,17/01/2022 19:42
3784,12,1,3,0,,
7728,12,1,3,1,-0.024614809,11/03/2022 13:20
6404,12,1,2,0,,
9293,12,1,2,1,-0.025312492,9/02/2022 16:30
5494,12,2,2,0,,
6478,12,2,2,1,0.025212303,24/02/2022 17:59
6736,12,2,2,0,,
1081,12,2,2,1,0.025885268,18/03/2022 8:44
5937,12,2,2,0,,
3864,12,2,2,1,0.025694243,16/02/2022 10:17
2453,12,2,2,0,,
6789,12,2,2,1,0.024857361,18/02/2022 20:05
1565,12,2,1,0,,
4654,12,2,1,1,-0.024374374,12/03/2022 9:32
7925,12,2,0,0,,
1044,12,2,0,1,0.025796856,24/02/2022 19:56
7698,12,2,7,0,,
1976,12,2,7,1,0.025637739,21/03/2022 11:55
6437,12,2,3,0,,
9374,12,2,3,1,0.02454174,9/03/2022 16:16
8170,12,3,2,0,,
1042,12,3,2,1,0.025402265,16/02/2022 7:48
6187,12,3,7,0,,
3119,12,3,7,1,0.02483565,28/01/2022 20:36
7250,12,3,0,0,,
7675,12,3,0,1,-0.024006742,5/02/2022 8:44
4231,12,3,2,0,,
3393,12,3,2,1,0.024150918,23/02/2022 8:13
3321,12,3,2,0,,
3056,12,3,2,1,0.024794281,7/02/2022 6:39
8375,12,3,2,0,,
8894,12,3,2,1,-0.025785305,1/02/2022 15:04
1945,12,3,1,0,,
1022,12,3,1,1,0.02498926,20/03/2022 22:15
5694,12,3,2,0,,
3245,12,3,2,1,-0.025882838,28/12/2021 0:21
7631,12,4,7,0,,
6513,12,4,7,1,0.024892107,21/02/2022 7:13
7996,12,4,1,0,,
8766,12,4,1,1,-0.024450035,31/01/2022 21:59
2334,12,4,5,0,,
6178,12,4,5,1,0.024745342,3/02/2022 19:15
9445,12,4,2,0,,
8615,12,4,2,1,0.025880633,18/03/2022 15:56
5131,12,4,2,0,,
5298,12,4,2,1,0.025671409,12/02/2022 19:47
6465,12,4,6,0,,
1914,12,4,6,1,-0.025765025,16/01/2022 7:17
4670,12,4,2,0,,
9940,12,4,2,1,-0.024656913,26/02/2022 12:28
1415,12,4,0,0,,
7188,12,4,0,1,0.024858069,4/02/2022 19:21
3228,12,4,2,0,,
6993,12,4,2,1,0.025462203,14/02/2022 12:54
4894,12,4,2,0,,
6611,12,4,2,1,0.025654421,14/03/2022 5:23
7548,12,4,8,0,,
1468,12,4,8,1,0.025664869,26/01/2022 11:29
8928,12,4,4,0,,
8857,12,4,4,1,0.024802827,7/02/2022 17:55
5188,12,4,3,0,,
8286,12,4,3,1,0.025400594,5/02/2022 18:34
3357,12,5,6,0,,
8507,12,5,6,1,0.024459494,10/01/2022 5:57
6662,12,5,2,0,,
9075,12,5,2,1,0.025763502,10/01/2022 2:07
5408,12,5,6,0,,
2449,12,5,6,1,-0.025783312,20/02/2022 17:24
2473,12,5,6,0,,
2341,12,5,6,1,0.024743741,25/02/2022 2:42
1663,12,6,2,0,,
3033,12,6,2,1,-0.024906937,3/01/2022 1:08
8268,12,6,2,0,,
7655,12,6,2,1,0.025456081,24/12/2021 6:13
2075,12,6,6,0,,
1660,12,6,6,1,-0.024115967,10/02/2022 11:50
3567,12,6,8,0,,
5635,12,6,8,1,-0.024266617,9/01/2022 19:17
