ID,site,tank,pump,error,meter_drift_rates,change_dates
8162,6,2,8,1,-0.005447045,7/10/2021 15:14
3876,6,2,7,0,,
4307,6,2,7,1,-0.004914981,7/10/2021 15:48
1295,6,2,6,0,,
7822,6,2,6,1,-0.005750817,12/08/2021 0:46
6179,6,2,2,0,,
6552,6,2,2,1,-0.005042712,15/09/2021 13:47
3049,6,3,4,0,,
7689,6,3,4,1,0.004613917,29/07/2021 14:36
6290,6,3,5,0,,
3598,6,3,5,1,0.00446399,19/08/2021 3:29
1714,6,4,7,0,,
2639,6,4,7,1,-0.005554183,7/10/2021 11:05
3741,6,4,8,0,,
6838,6,4,8,1,0.005191192,20/08/2021 12:43
3854,6,4,6,0,,
8407,6,4,6,1,-0.005413017,11/09/2021 15:04
2434,6,4,4,0,,
5224,6,4,4,1,0.004315065,30/08/2021 7:50
8182,6,4,5,0,,
2795,6,4,5,1,0.005547737,23/09/2021 8:51
2426,6,4,1,0,,
3053,6,4,1,1,0.005530165,3/09/2021 8:01
8610,6,4,2,0,,
3843,6,4,2,1,-0.004968993,3/09/2021 14:38
9546,6,6,2,0,,
7314,6,6,2,1,-0.004855827,10/09/2021 7:24
3264,6,6,2,0,,
5184,6,6,2,1,-0.004824974,5/10/2021 15:28
6740,6,7,2,0,,
6145,6,7,2,1,-0.004586096,22/09/2021 6:38
9455,6,7,2,0,,
9373,6,7,2,1,0.004398289,30/09/2021 11:38
7198,6,7,2,0,,
8150,6,7,2,1,0.004680979,13/09/2021 23:32
2085,7,1,2,0,,
3453,7,1,2,1,0.005376844,22/03/2022 17:25
1117,7,1,2,0,,
5658,7,1,2,1,0.005175301,8/02/2022 19:38
6455,7,2,2,0,,
9664,7,2,2,1,0.004845264,14/03/2022 14:36
7429,7,2,6,0,,
2645,7,2,6,1,0.005052606,9/02/2022 21:06
8669,7,3,2,0,,
7895,7,3,2,1,0.005795228,5/03/2022 16:56
9286,7,3,6,0,,
4644,7,3,6,1,0.004873486,3/02/2022 15:54
6256,7,4,2,0,,
7039,7,4,2,1,0.004993977,16/01/2022 13:31
7318,7,4,2,0,,
3442,7,4,2,1,0.004436398,6/03/2022 19:00
8926,7,5,1,0,,
7982,7,5,1,1,0.005272251,11/01/2022 17:39
4659,7,5,5,0,,
9210,7,5,5,1,0.005517909,1/02/2022 8:57
5268,7,5,4,0,,
6800,7,5,4,1,0.005507531,21/01/2022 21:26
7258,7,5,7,0,,
4204,7,5,7,1,-0.004799085,14/03/2022 19:33
3055,7,5,0,0,,
5765,7,5,0,1,0.005137142,18/03/2022 9:45
5577,7,5,3,0,,
6175,7,5,3,1,0.004828787,3/03/2022 16:00
6189,7,6,2,0,,
5282,7,6,2,1,-0.005935779,13/03/2022 12:06
2036,7,6,2,0,,
6994,7,6,2,1,0.004738467,15/01/2022 15:42
2381,7,6,8,0,,
7530,7,6,8,1,-0.00535662,20/01/2022 13:08
2557,7,6,2,0,,
3144,7,6,2,1,0.004507669,7/02/2022 9:46
9098,7,7,3,0,,
5960,7,7,3,1,0.005332304,5/02/2022 19:02
5222,7,7,0,0,,
2121,7,7,0,1,-0.004314805,18/01/2022 7:55
1494,7,7,2,0,,
3124,7,7,2,1,0.005923502,31/01/2022 20:55
6323,7,7,4,0,,
7663,7,7,4,1,0.004250115,20/03/2022 12:28
8791,7,7,7,0,,
6877,7,7,7,1,-0.004837386,28/01/2022 15:14
6344,7,8,8,0,,
9625,7,8,8,1,-0.005092717,25/02/2022 13:33
7043,7,8,2,0,,
9765,7,8,2,1,0.005456073,26/02/2022 13:26
3358,8,0,0,0,,
6473,8,0,0,1,-0.00430694,29/11/2021 6:30
4699,8,0,5,0,,
6093,8,0,5,1,0.004868624,29/01/2022 13:56
8835,8,0,6,0,,
1394,8,0,6,1,0.005874049,5/01/2022 16:43
9800,8,0,8,0,,
1752,8,0,8,1,0.005638986,31/01/2022 15:13
4942,8,0,2,0,,
9420,8,0,2,1,-0.005608412,7/02/2022 13:22
3903,8,0,4,0,,
3121,8,0,4,1,-0.005275907,20/02/2022 14:25
6706,8,0,1,0,,
5270,8,0,1,1,-0.004969969,15/02/2022 16:57
3849,8,2,6,0,,
9509,8,2,6,1,0.005548386,24/02/2022 14:21
6152,8,2,4,0,,
2595,8,2,4,1,-0.005809059,11/03/2022 14:01
6013,8,2,8,0,,
1617,8,2,8,1,0.004324776,9/02/2022 20:10
2148,8,2,5,0,,
1107,8,2,5,1,-0.004822981,18/01/2022 16:04
6057,8,2,2,0,,
6387,8,2,2,1,0.004653778,18/02/2022 7:17
6791,8,2,7,0,,
6985,8,2,7,1,-0.004958526,19/03/2022 13:47
4292,8,3,6,0,,
7592,8,3,6,1,-0.004236747,22/12/2021 16:21
4002,8,3,7,0,,
6172,8,3,7,1,0.004772693,28/03/2022 14:43
2332,8,3,5,0,,
9481,8,3,5,1,-0.004125811,26/02/2022 17:09
5484,8,3,2,0,,
3525,8,3,2,1,0.004351351,1/02/2022 10:36
3466,8,3,8,0,,
1562,8,3,8,1,0.005595297,22/02/2022 7:35
6829,8,3,4,0,,
3100,8,3,4,1,0.005931678,9/03/2022 16:06
9978,8,3,2,0,,
6098,8,3,2,1,-0.004237685,11/01/2022 13:50
3624,8,4,8,0,,
2996,8,4,8,1,0.005160338,11/01/2022 15:39
7193,8,4,6,0,,
6739,8,4,6,1,-0.005615975,23/01/2022 9:19
6003,8,4,2,0,,
7878,8,4,2,1,0.004428179,23/01/2022 13:09
7060,9,0,1,0,,
8845,9,0,1,1,-0.005042989,20/01/2022 20:05
2929,9,0,0,0,,
9457,9,0,0,1,-0.004632156,22/01/2022 21:01
3413,9,0,4,0,,
9029,9,0,4,1,-0.004710456,21/01/2022 18:36
4054,9,0,5,0,,
1537,9,0,5,1,-0.004116995,18/03/2022 10:46
2597,9,0,7,0,,
5788,9,0,7,1,-0.00564522,19/03/2022 19:02
3928,9,1,2,0,,
5221,9,1,2,1,0.00436895,13/01/2022 14:49
8622,9,1,2,0,,
4933,9,1,2,1,0.005683481,9/03/2022 20:12
5199,9,1,3,0,,
4336,9,1,3,1,0.004511518,8/01/2022 16:50
7239,9,1,2,0,,
5464,9,1,2,1,0.00449605,3/02/2022 7:53
6578,9,2,1,0,,
3493,9,2,1,1,-0.004989119,24/01/2022 13:47
5279,9,2,2,0,,
5513,9,2,2,1,0.004462979,3/02/2022 13:06
5940,9,2,2,0,,
1600,9,2,2,1,0.005114689,2/02/2022 11:07
2237,9,2,0,0,,
4345,9,2,0,1,-0.00473363,4/03/2022 12:14
6227,9,2,3,0,,
7872,9,2,3,1,-0.005727139,19/03/2022 15:32
7985,9,3,2,0,,
7816,9,3,2,1,-0.005147026,11/01/2022 18:21
2744,9,3,2,0,,
6389,9,3,2,1,0.004029422,15/01/2022 17:32
5119,9,3,3,0,,
5334,9,3,3,1,-0.004294322,22/01/2022 17:04
6205,9,3,0,0,,
4162,9,3,0,1,0.004961993,8/02/2022 20:55
5734,9,3,2,0,,
3349,9,3,2,1,-0.004052608,7/01/2022 13:19
8712,9,3,1,0,,
7293,9,3,1,1,-0.00484814,20/02/2022 17:22
9794,9,3,4,0,,
1886,9,3,4,1,0.004525624,20/03/2022 16:47
7775,9,3,5,0,,
7499,9,3,5,1,0.005863217,9/01/2022 13:24
8542,9,4,7,0,,
4190,9,4,7,1,-0.004724789,24/02/2022 10:02
8176,9,4,2,0,,
6341,9,4,2,1,-0.005028341,12/12/2021 15:21
5867,9,4,6,0,,
8318,9,4,6,1,-0.005355001,20/01/2022 15:20
1101,9,4,8,0,,
4921,9,4,8,1,-0.005594665,17/03/2022 14:11
2670,10,0,6,0,,
6884,10,0,6,1,-0.005718255,31/08/2021 22:16
7393,10,0,3,0,,
4807,10,0,3,1,-0.004463459,29/10/2021 7:56
3650,10,0,2,0,,
6961,10,0,2,1,0.004445026,20/10/2021 10:29
1838,10,0,2,0,,
5319,10,0,2,1,0.00464656,1/10/2021 6:50
6461,10,1,2,0,,
8194,10,1,2,1,-0.004921922,14/10/2021 22:56
1740,10,1,6,0,,
9129,10,1,6,1,0.004462408,6/11/2021 13:56
2684,10,1,2,0,,
8496,10,1,2,1,0.004389965,14/10/2021 14:05
7542,10,1,6,0,,
1615,10,1,6,1,-0.005681249,11/11/2021 12:36
6575,10,2,2,0,,
6240,10,2,2,1,-0.005928575,5/10/2021 15:16
2456,10,2,2,0,,
5756,10,2,2,1,-0.004422425,9/09/2021 2:31
2659,10,2,6,0,,
2772,10,2,6,1,0.005673137,14/09/2021 7:51
1487,10,2,6,0,,
9404,10,2,6,1,-0.004722137,19/10/2021 17:10
3456,10,3,6,0,,
4628,10,3,6,1,0.00474159,27/10/2021 22:49
8817,10,3,2,0,,
3141,10,3,2,1,0.005764551,15/11/2021 8:41
9827,10,3,8,0,,
1641,10,3,8,1,0.00591133,28/09/2021 6:58
8534,10,3,7,0,,
5439,10,3,7,1,0.004892464,21/09/2021 6:54
8324,10,4,1,0,,
4284,10,4,1,1,0.004559606,6/10/2021 15:16
3419,10,4,5,0,,
1560,10,4,5,1,0.005983534,11/11/2021 14:53
1019,10,4,0,0,,
6921,10,4,0,1,0.004789895,17/09/2021 8:37
3093,10,4,4,0,,
4892,10,4,4,1,-0.00423547,26/10/2021 11:30
6547,10,5,1,0,,
2429,10,5,1,1,-0.004466203,8/10/2021 11:00
6280,10,5,4,0,,
1522,10,5,4,1,-0.004040747,17/10/2021 16:02
4425,10,5,5,0,,
7706,10,5,5,1,-0.004092278,25/10/2021 15:41
7490,10,6,8,0,,
3391,10,6,8,1,-0.005627101,27/10/2021 0:24
4835,10,6,6,0,,
3566,10,6,6,1,0.005689494,13/09/2021 22:52
5849,10,6,7,0,,
8328,10,6,7,1,0.005912185,27/09/2021 9:56
5385,10,6,1,0,,
9278,10,6,1,1,-0.004924332,11/11/2021 17:06
3949,10,6,4,0,,
8506,10,6,4,1,-0.004191171,22/10/2021 3:56
6276,10,6,0,0,,
5585,10,6,0,1,0.004624111,13/10/2021 17:11
4902,10,6,5,0,,
8467,10,6,5,1,-0.005307718,22/09/2021 20:38
4873,10,6,2,0,,
7054,10,6,2,1,-0.004468911,11/11/2021 5:29
6521,10,7,7,0,,
4965,10,7,7,1,-0.004973206,20/09/2021 8:37
6491,10,7,4,0,,
3926,10,7,4,1,0.004888645,17/10/2021 16:57
4161,10,7,5,0,,
7127,10,7,5,1,0.005627567,13/10/2021 3:25
3707,10,7,8,0,,
9422,10,7,8,1,0.005530019,21/10/2021 14:59
1867,10,7,1,0,,
9477,10,7,1,1,-0.004526836,30/09/2021 10:06
7159,10,7,2,0,,
8342,10,7,2,1,-0.004627739,12/10/2021 9:25
8583,10,7,6,0,,
3593,10,7,6,1,0.004937904,6/10/2021 10:05
8259,10,7,0,0,,
5356,10,7,0,1,-0.005094686,8/09/2021 9:48
9945,11,0,4,0,,
1306,11,0,4,1,0.00533236,20/01/2022 15:28
7124,11,0,5,0,,
3779,11,0,5,1,-0.005471426,6/03/2022 22:32
3564,11,0,0,0,,
4335,11,0,0,1,0.004456436,16/03/2022 21:28
1447,11,0,2,0,,
4736,11,0,2,1,-0.005679159,31/01/2022 7:38
1510,11,0,7,0,,
7781,11,0,7,1,0.005091388,26/03/2022 12:09
9966,11,0,6,0,,
4494,11,0,6,1,-0.005433786,26/02/2022 15:28
7546,11,0,1,0,,
3775,11,0,1,1,-0.005273603,21/03/2022 10:19
6956,11,1,4,0,,
5375,11,1,4,1,0.005893553,13/03/2022 13:41
9684,11,1,5,0,,
8992,11,1,5,1,-0.005635315,4/03/2022 16:23
5169,11,1,8,0,,
3730,11,1,8,1,-0.005080771,18/02/2022 22:15
7267,11,1,7,0,,
9862,11,1,7,1,-0.004425826,8/02/2022 16:11
3902,11,2,0,0,,
5533,11,2,0,1,-0.004055553,17/02/2022 23:14
6786,11,2,1,0,,
4179,11,2,1,1,-0.005130941,19/02/2022 20:56
5189,11,2,6,0,,
7381,11,2,6,1,-0.005725026,9/03/2022 7:15
7658,11,2,2,0,,
6029,11,2,2,1,-0.004608857,30/01/2022 16:56
4146,11,3,6,0,,
4497,11,3,6,1,0.005822323,14/01/2022 14:39
3938,11,3,1,0,,
4657,11,3,1,1,-0.004863796,6/03/2022 19:24
9475,11,3,2,0,,
3422,11,3,2,1,-0.005329742,15/02/2022 13:29
5540,11,3,5,0,,
1557,11,3,5,1,0.004750522,15/01/2022 13:35
7146,11,3,4,0,,
6889,11,3,4,1,-0.005520829,14/01/2022 14:27
2995,11,3,0,0,,
2928,11,3,0,1,0.005385088,18/02/2022 18:55
7934,11,3,7,0,,
2196,11,3,7,1,-0.00511431,21/03/2022 21:47
9486,12,0,2,0,,
4718,12,0,2,1,0.004727005,20/03/2022 10:07
9173,12,0,2,0,,
5551,12,0,2,1,-0.004135371,21/03/2022 16:09
1478,12,0,5,0,,
8957,12,0,5,1,0.004895849,25/03/2022 11:10
5954,12,0,7,0,,
8230,12,0,7,1,-0.004416177,27/01/2022 19:24
6370,12,0,2,0,,
7841,12,0,2,1,-0.005120578,30/12/2021 16:43
1597,12,0,4,0,,
6636,12,0,4,1,-0.004166446,7/03/2022 14:53
6966,12,0,2,0,,
2850,12,0,2,1,0.005485731,22/01/2022 12:30
2253,12,0,8,0,,
7190,12,0,8,1,0.004714578,18/01/2022 18:47
6185,12,1,0,0,,
5888,12,1,0,1,0.004651555,20/03/2022 16:45
8875,12,1,1,0,,
7711,12,1,1,1,0.004943324,14/03/2022 20:29
4072,12,1,6,0,,
4707,12,1,6,1,-0.005286593,13/01/2022 15:36
8447,12,1,2,0,,
6771,12,1,2,1,-0.004194366,26/01/2022 17:29
4129,12,1,2,0,,
3735,12,1,2,1,-0.005709902,8/02/2022 10:31
3784,12,1,3,0,,
7728,12,1,3,1,-0.004214369,13/02/2022 14:15
6404,12,1,2,0,,
9293,12,1,2,1,0.004038331,1/02/2022 10:37
5494,12,2,2,0,,
6478,12,2,2,1,0.005476797,30/01/2022 10:40
6736,12,2,2,0,,
1081,12,2,2,1,0.005594478,9/01/2022 23:01
5937,12,2,2,0,,
3864,12,2,2,1,-0.004499251,16/01/2022 12:09
2453,12,2,2,0,,
6789,12,2,2,1,-0.004515443,11/03/2022 12:03
1565,12,2,1,0,,
4654,12,2,1,1,0.004270727,24/01/2022 19:08
7925,12,2,0,0,,
1044,12,2,0,1,0.004151424,26/01/2022 15:24
7698,12,2,7,0,,
1976,12,2,7,1,-0.005249645,19/02/2022 8:51
6437,12,2,3,0,,
9374,12,2,3,1,0.004706464,30/01/2022 9:54
8170,12,3,2,0,,
1042,12,3,2,1,-0.005402099,24/02/2022 17:41
6187,12,3,7,0,,
3119,12,3,7,1,-0.004370819,20/01/2022 21:27
7250,12,3,0,0,,
7675,12,3,0,1,0.005480996,13/03/2022 3:58
4231,12,3,2,0,,
3393,12,3,2,1,-0.004872756,18/03/2022 8:53
3321,12,3,2,0,,
3056,12,3,2,1,0.00564165,25/03/2022 10:20
8375,12,3,2,0,,
8894,12,3,2,1,0.005454966,28/02/2022 10:25
1945,12,3,1,0,,
1022,12,3,1,1,-0.004255466,14/01/2022 19:30
5694,12,3,2,0,,
3245,12,3,2,1,-0.005014937,19/03/2022 20:02
7631,12,4,7,0,,
6513,12,4,7,1,0.005073726,14/03/2022 8:07
7996,12,4,1,0,,
8766,12,4,1,1,-0.004193257,13/02/2022 6:26
2334,12,4,5,0,,
6178,12,4,5,1,-0.005435288,10/03/2022 13:20
9445,12,4,2,0,,
8615,12,4,2,1,0.004452535,30/01/2022 15:07
5131,12,4,2,0,,
5298,12,4,2,1,-0.004181102,4/03/2022 21:12
6465,12,4,6,0,,
1914,12,4,6,1,0.005214586,21/02/2022 11:56
4670,12,4,2,0,,
9940,12,4,2,1,-0.00401939,28/01/2022 7:44
1415,12,4,0,0,,
7188,12,4,0,1,0.004619589,15/03/2022 13:07
3228,12,4,2,0,,
6993,12,4,2,1,-0.004468564,21/01/2022 18:28
4894,12,4,2,0,,
6611,12,4,2,1,0.005322473,23/01/2022 20:00
7548,12,4,8,0,,
1468,12,4,8,1,-0.00423478,13/02/2022 21:17
8928,12,4,4,0,,
8857,12,4,4,1,0.005768309,31/01/2022 11:45
5188,12,4,3,0,,
8286,12,4,3,1,-0.005829225,21/02/2022 11:41
3357,12,5,6,0,,
8507,12,5,6,1,0.005899587,7/02/2022 17:06
6662,12,5,2,0,,
9075,12,5,2,1,0.00409,14/01/2022 19:18
5408,12,5,6,0,,
2449,12,5,6,1,-0.005646881,1/02/2022 10:52
2473,12,5,6,0,,
2341,12,5,6,1,0.004161415,18/01/2022 4:51
1663,12,6,2,0,,
3033,12,6,2,1,0.004853576,5/01/2022 12:36
8268,12,6,2,0,,
7655,12,6,2,1,-0.005167104,27/01/2022 17:01
2075,12,6,6,0,,
1660,12,6,6,1,-0.005401989,10/02/2022 12:05
3567,12,6,8,0,,
5635,12,6,8,1,0.005624044,22/03/2022 0:58
