ID,site,tank,pump,error,meter_drift_rates,change_dates
3257,4,3,6,0,,
7538,4,3,6,1,-0.009869298,25/02/2022 12:48
3538,4,3,0,0,,
6438,4,3,0,1,0.009883254,16/03/2022 21:12
8164,4,3,1,0,,
2401,4,3,1,1,-0.009030814,20/02/2022 14:21
4171,4,4,3,0,,
1728,4,4,3,1,0.00981425,24/03/2022 22:26
7248,5,0,3,0,,
8880,5,0,3,1,-0.010419362,15/01/2022 11:24
8093,5,0,5,0,,
5117,5,0,5,1,0.010708461,25/02/2022 10:41
4105,5,0,2,0,,
3107,5,0,2,1,-0.01083776,5/03/2022 11:23
8442,5,0,4,0,,
1989,5,0,4,1,-0.009261658,11/03/2022 16:48
3338,5,0,6,0,,
4286,5,0,6,1,0.010284571,26/02/2022 14:36
6052,5,0,2,0,,
2725,5,0,2,1,-0.010333405,9/02/2022 12:55
9807,5,1,2,0,,
4423,5,1,2,1,-0.009198816,15/02/2022 11:29
3311,5,1,2,0,,
3822,5,1,2,1,-0.010665839,17/02/2022 19:16
3142,5,2,7,0,,
4673,5,2,7,1,-0.009021116,6/02/2022 18:56
1671,5,2,4,0,,
6285,5,2,4,1,-0.009975737,11/02/2022 9:14
2506,5,2,8,0,,
5627,5,2,8,1,0.009888659,5/01/2022 6:27
3241,5,2,5,0,,
9063,5,2,5,1,0.010094646,28/03/2022 11:40
8653,5,2,2,0,,
3026,5,2,2,1,0.009044878,7/02/2022 17:42
6348,5,2,2,0,,
7078,5,2,2,1,0.009975864,19/02/2022 12:37
6982,5,3,0,0,,
6607,5,3,0,1,-0.010389649,21/02/2022 18:35
5829,5,3,1,0,,
8808,5,3,1,1,0.010365108,6/02/2022 15:06
8581,5,3,2,0,,
9056,5,3,2,1,-0.009613598,30/03/2022 19:48
6846,5,3,2,0,,
1853,5,3,2,1,0.0103318,19/03/2022 14:26
3164,5,4,1,0,,
4730,5,4,1,1,-0.01093695,7/02/2022 13:06
3697,5,4,0,0,,
4854,5,4,0,1,0.009777672,8/03/2022 12:57
7959,5,4,8,0,,
2053,5,4,8,1,-0.010569525,22/03/2022 17:48
5624,5,4,7,0,,
3149,5,4,7,1,-0.009268071,9/01/2022 13:54
5080,6,0,6,0,,
5985,6,0,6,1,0.010013032,20/09/2021 4:44
5953,6,0,4,0,,
9077,6,0,4,1,0.010171227,2/08/2021 14:13
6062,6,0,8,0,,
8829,6,0,8,1,-0.00915963,18/09/2021 9:09
1427,6,0,7,0,,
6452,6,0,7,1,-0.009805711,5/08/2021 9:50
1543,6,0,2,0,,
8600,6,0,2,1,0.010034168,1/09/2021 7:58
9598,6,0,1,0,,
4533,6,0,1,1,-0.010226909,21/09/2021 15:59
8737,6,0,9,0,,
4009,6,0,9,1,0.010047782,1/09/2021 14:55
4028,6,0,9,0,,
6427,6,0,9,1,-0.00906756,1/10/2021 11:09
3698,6,0,9,0,,
8807,6,0,9,1,0.00998254,31/08/2021 6:08
6263,6,1,6,0,,
5594,6,1,6,1,-0.009765946,10/08/2021 10:10
3050,6,1,7,0,,
7204,6,1,7,1,-0.009680843,23/08/2021 7:32
8293,6,1,8,0,,
5745,6,1,8,1,-0.010529092,12/09/2021 8:18
7222,6,1,2,0,,
2022,6,1,2,1,-0.010295963,6/09/2021 14:35
8287,6,1,4,0,,
9245,6,1,4,1,-0.010206767,24/08/2021 23:02
6249,6,1,1,0,,
4449,6,1,1,1,-0.010458623,12/08/2021 15:18
5432,6,2,8,0,,
8162,6,2,8,1,-0.009191914,10/08/2021 11:23
3876,6,2,7,0,,
4307,6,2,7,1,-0.009846753,24/09/2021 15:36
1295,6,2,6,0,,
7822,6,2,6,1,-0.009998568,30/08/2021 13:23
6179,6,2,2,0,,
6552,6,2,2,1,0.010465651,27/08/2021 13:43
3049,6,3,4,0,,
7689,6,3,4,1,0.009134456,25/08/2021 16:01
6290,6,3,5,0,,
3598,6,3,5,1,-0.009175032,17/09/2021 7:24
1714,6,4,7,0,,
2639,6,4,7,1,0.009552904,10/09/2021 6:53
3741,6,4,8,0,,
6838,6,4,8,1,-0.010860915,11/08/2021 12:42
3854,6,4,6,0,,
8407,6,4,6,1,0.010745683,29/08/2021 19:34
2434,6,4,4,0,,
5224,6,4,4,1,0.010308793,31/08/2021 7:57
8182,6,4,5,0,,
2795,6,4,5,1,0.009395915,5/10/2021 5:36
2426,6,4,1,0,,
3053,6,4,1,1,-0.010958789,29/09/2021 17:01
8610,6,4,2,0,,
3843,6,4,2,1,-0.010669106,20/09/2021 17:47
9546,6,6,2,0,,
7314,6,6,2,1,0.010338135,12/10/2021 15:32
3264,6,6,2,0,,
5184,6,6,2,1,-0.009965877,5/10/2021 11:17
6740,6,7,2,0,,
6145,6,7,2,1,-0.009913818,31/08/2021 0:14
9455,6,7,2,0,,
9373,6,7,2,1,-0.009454258,15/09/2021 16:43
7198,6,7,2,0,,
8150,6,7,2,1,0.009186786,17/09/2021 0:56
2085,7,1,2,0,,
3453,7,1,2,1,0.009374716,19/01/2022 17:13
1117,7,1,2,0,,
5658,7,1,2,1,0.010492933,18/02/2022 9:59
6455,7,2,2,0,,
9664,7,2,2,1,-0.010324118,15/03/2022 12:28
7429,7,2,6,0,,
2645,7,2,6,1,0.009211368,4/01/2022 18:43
8669,7,3,2,0,,
7895,7,3,2,1,0.010569385,16/02/2022 18:21
9286,7,3,6,0,,
4644,7,3,6,1,0.009358662,19/02/2022 18:08
6256,7,4,2,0,,
7039,7,4,2,1,-0.009991163,30/01/2022 18:35
7318,7,4,2,0,,
3442,7,4,2,1,-0.010914625,2/02/2022 17:42
8926,7,5,1,0,,
7982,7,5,1,1,0.01005895,24/03/2022 10:17
4659,7,5,5,0,,
9210,7,5,5,1,0.010222712,21/01/2022 6:58
5268,7,5,4,0,,
6800,7,5,4,1,-0.009484847,3/01/2022 19:30
7258,7,5,7,0,,
4204,7,5,7,1,0.010941481,26/02/2022 11:28
3055,7,5,0,0,,
5765,7,5,0,1,-0.010281774,22/03/2022 8:43
5577,7,5,3,0,,
6175,7,5,3,1,-0.009276008,7/02/2022 14:41
6189,7,6,2,0,,
5282,7,6,2,1,-0.009898028,14/03/2022 19:18
2036,7,6,2,0,,
6994,7,6,2,1,0.010041113,21/02/2022 13:07
2381,7,6,8,0,,
7530,7,6,8,1,0.009889016,18/03/2022 10:56
2557,7,6,2,0,,
3144,7,6,2,1,-0.009811371,19/03/2022 15:09
9098,7,7,3,0,,
5960,7,7,3,1,-0.009490798,12/02/2022 12:06
5222,7,7,0,0,,
2121,7,7,0,1,0.010506621,10/01/2022 19:18
1494,7,7,2,0,,
3124,7,7,2,1,-0.009085441,31/01/2022 12:53
6323,7,7,4,0,,
7663,7,7,4,1,-0.009326485,8/02/2022 12:07
8791,7,7,7,0,,
6877,7,7,7,1,-0.009124853,22/01/2022 18:08
6344,7,8,8,0,,
9625,7,8,8,1,-0.010759032,21/03/2022 11:14
7043,7,8,2,0,,
9765,7,8,2,1,-0.009862839,7/02/2022 18:00
3358,8,0,0,0,,
6473,8,0,0,1,-0.010808194,7/12/2021 14:03
4699,8,0,5,0,,
6093,8,0,5,1,-0.010970255,25/01/2022 16:25
8835,8,0,6,0,,
1394,8,0,6,1,-0.009116038,11/03/2022 7:19
9800,8,0,8,0,,
1752,8,0,8,1,-0.009395868,18/03/2022 16:48
4942,8,0,2,0,,
9420,8,0,2,1,-0.009819243,22/03/2022 16:22
3903,8,0,4,0,,
3121,8,0,4,1,-0.01090006,7/01/2022 7:36
6706,8,0,1,0,,
5270,8,0,1,1,0.009534041,18/02/2022 15:38
3849,8,2,6,0,,
9509,8,2,6,1,0.010815702,18/01/2022 10:23
6152,8,2,4,0,,
2595,8,2,4,1,-0.00926699,24/01/2022 16:37
6013,8,2,8,0,,
1617,8,2,8,1,0.009208657,4/02/2022 16:47
2148,8,2,5,0,,
1107,8,2,5,1,0.010810283,9/02/2022 13:00
6057,8,2,2,0,,
6387,8,2,2,1,0.010465152,23/01/2022 8:05
6791,8,2,7,0,,
6985,8,2,7,1,-0.010716247,10/02/2022 8:50
4292,8,3,6,0,,
7592,8,3,6,1,-0.010198593,24/12/2021 8:45
4002,8,3,7,0,,
6172,8,3,7,1,-0.010671535,19/03/2022 9:36
2332,8,3,5,0,,
9481,8,3,5,1,0.009136778,13/02/2022 9:54
5484,8,3,2,0,,
3525,8,3,2,1,0.010549992,22/02/2022 7:20
3466,8,3,8,0,,
1562,8,3,8,1,-0.010550839,8/03/2022 16:00
6829,8,3,4,0,,
3100,8,3,4,1,-0.00993916,13/01/2022 16:01
9978,8,3,2,0,,
6098,8,3,2,1,-0.010838208,13/02/2022 10:45
3624,8,4,8,0,,
2996,8,4,8,1,-0.009205305,24/01/2022 8:02
7193,8,4,6,0,,
6739,8,4,6,1,-0.009821093,16/01/2022 12:22
6003,8,4,2,0,,
7878,8,4,2,1,0.01038085,23/02/2022 16:01
7060,9,0,1,0,,
8845,9,0,1,1,0.009717631,25/02/2022 14:48
2929,9,0,0,0,,
9457,9,0,0,1,-0.009627298,17/03/2022 17:09
3413,9,0,4,0,,
9029,9,0,4,1,0.010382241,7/02/2022 19:44
4054,9,0,5,0,,
1537,9,0,5,1,0.009321493,19/03/2022 8:37
2597,9,0,7,0,,
5788,9,0,7,1,0.010046706,5/02/2022 14:41
3928,9,1,2,0,,
5221,9,1,2,1,0.009855006,12/01/2022 19:44
8622,9,1,2,0,,
4933,9,1,2,1,-0.009577808,10/03/2022 15:42
5199,9,1,3,0,,
4336,9,1,3,1,-0.01029802,20/01/2022 11:51
7239,9,1,2,0,,
5464,9,1,2,1,-0.010534994,16/02/2022 7:20
6578,9,2,1,0,,
3493,9,2,1,1,0.010573279,2/03/2022 8:43
5279,9,2,2,0,,
5513,9,2,2,1,-0.01099695,10/02/2022 8:06
5940,9,2,2,0,,
1600,9,2,2,1,0.010201159,21/01/2022 21:03
2237,9,2,0,0,,
4345,9,2,0,1,0.010077849,15/03/2022 17:08
6227,9,2,3,0,,
7872,9,2,3,1,-0.010505754,13/02/2022 16:02
7985,9,3,2,0,,
7816,9,3,2,1,-0.009158929,4/03/2022 11:53
2744,9,3,2,0,,
6389,9,3,2,1,0.01023316,17/02/2022 12:45
5119,9,3,3,0,,
5334,9,3,3,1,-0.010500983,13/02/2022 13:08
6205,9,3,0,0,,
4162,9,3,0,1,-0.009355809,4/02/2022 9:38
5734,9,3,2,0,,
3349,9,3,2,1,-0.009604112,20/02/2022 16:51
8712,9,3,1,0,,
7293,9,3,1,1,0.009075101,29/01/2022 14:22
9794,9,3,4,0,,
1886,9,3,4,1,0.010063249,20/01/2022 15:07
7775,9,3,5,0,,
7499,9,3,5,1,-0.010900544,4/01/2022 19:48
8542,9,4,7,0,,
4190,9,4,7,1,-0.009454727,23/02/2022 12:46
8176,9,4,2,0,,
6341,9,4,2,1,0.010726754,15/12/2021 6:38
5867,9,4,6,0,,
8318,9,4,6,1,0.009656534,14/01/2022 21:26
1101,9,4,8,0,,
4921,9,4,8,1,0.010524164,27/01/2022 20:58
2670,10,0,6,0,,
6884,10,0,6,1,0.009863148,21/08/2021 19:43
7393,10,0,3,0,,
4807,10,0,3,1,-0.009862413,18/09/2021 13:12
3650,10,0,2,0,,
6961,10,0,2,1,-0.009988353,9/11/2021 23:28
1838,10,0,2,0,,
5319,10,0,2,1,0.009537061,17/10/2021 3:32
6461,10,1,2,0,,
8194,10,1,2,1,0.010255099,4/10/2021 3:24
1740,10,1,6,0,,
9129,10,1,6,1,0.009090965,21/10/2021 22:49
2684,10,1,2,0,,
8496,10,1,2,1,0.009460701,8/09/2021 23:04
7542,10,1,6,0,,
1615,10,1,6,1,-0.010570163,11/11/2021 20:46
6575,10,2,2,0,,
6240,10,2,2,1,0.010733681,15/10/2021 8:07
2456,10,2,2,0,,
5756,10,2,2,1,-0.010102822,29/10/2021 17:54
2659,10,2,6,0,,
2772,10,2,6,1,0.009219283,21/10/2021 9:48
1487,10,2,6,0,,
9404,10,2,6,1,0.0103489,30/09/2021 20:42
3456,10,3,6,0,,
4628,10,3,6,1,0.009298755,27/09/2021 10:52
8817,10,3,2,0,,
3141,10,3,2,1,-0.010493918,18/10/2021 17:36
9827,10,3,8,0,,
1641,10,3,8,1,-0.009893709,4/10/2021 13:54
8534,10,3,7,0,,
5439,10,3,7,1,-0.010703622,3/09/2021 11:05
8324,10,4,1,0,,
4284,10,4,1,1,-0.00979901,22/09/2021 17:08
3419,10,4,5,0,,
1560,10,4,5,1,0.01043304,16/09/2021 10:12
1019,10,4,0,0,,
6921,10,4,0,1,0.009143164,29/10/2021 16:30
3093,10,4,4,0,,
4892,10,4,4,1,0.009233667,23/09/2021 16:27
6547,10,5,1,0,,
2429,10,5,1,1,0.010614545,4/11/2021 10:00
6280,10,5,4,0,,
1522,10,5,4,1,0.009993125,14/10/2021 12:34
4425,10,5,5,0,,
7706,10,5,5,1,-0.010008951,19/10/2021 22:34
7490,10,6,8,0,,
3391,10,6,8,1,-0.010144787,3/11/2021 3:19
4835,10,6,6,0,,
3566,10,6,6,1,-0.009062894,13/10/2021 22:39
5849,10,6,7,0,,
8328,10,6,7,1,0.010439391,20/09/2021 17:59
5385,10,6,1,0,,
9278,10,6,1,1,0.010557394,5/11/2021 19:10
3949,10,6,4,0,,
8506,10,6,4,1,0.00940906,24/09/2021 15:28
6276,10,6,0,0,,
5585,10,6,0,1,0.010483299,16/09/2021 13:54
4902,10,6,5,0,,
8467,10,6,5,1,-0.009214168,11/11/2021 17:24
4873,10,6,2,0,,
7054,10,6,2,1,0.009734542,14/10/2021 4:59
6521,10,7,7,0,,
4965,10,7,7,1,-0.010464287,16/10/2021 12:57
6491,10,7,4,0,,
3926,10,7,4,1,-0.010497183,4/11/2021 11:15
4161,10,7,5,0,,
7127,10,7,5,1,-0.009596178,16/10/2021 4:58
3707,10,7,8,0,,
9422,10,7,8,1,0.009799798,2/11/2021 12:34
1867,10,7,1,0,,
9477,10,7,1,1,-0.010218558,14/09/2021 4:42
7159,10,7,2,0,,
8342,10,7,2,1,-0.010992971,27/10/2021 13:21
8583,10,7,6,0,,
3593,10,7,6,1,0.009051823,16/10/2021 7:33
8259,10,7,0,0,,
5356,10,7,0,1,0.009896492,15/10/2021 8:11
9945,11,0,4,0,,
1306,11,0,4,1,0.010396439,3/03/2022 5:30
7124,11,0,5,0,,
3779,11,0,5,1,0.010512046,19/01/2022 9:43
3564,11,0,0,0,,
4335,11,0,0,1,-0.010679858,16/02/2022 20:04
1447,11,0,2,0,,
4736,11,0,2,1,0.009837209,19/03/2022 14:38
1510,11,0,7,0,,
7781,11,0,7,1,-0.010000771,11/03/2022 23:40
9966,11,0,6,0,,
4494,11,0,6,1,0.009693333,19/02/2022 10:48
7546,11,0,1,0,,
3775,11,0,1,1,0.009326586,14/02/2022 16:03
6956,11,1,4,0,,
5375,11,1,4,1,0.010916018,11/01/2022 9:35
9684,11,1,5,0,,
8992,11,1,5,1,0.009220527,28/02/2022 16:04
5169,11,1,8,0,,
3730,11,1,8,1,0.0094305,11/03/2022 22:59
7267,11,1,7,0,,
9862,11,1,7,1,-0.010051284,8/02/2022 19:23
3902,11,2,0,0,,
5533,11,2,0,1,0.010312446,20/02/2022 15:15
6786,11,2,1,0,,
4179,11,2,1,1,0.01034428,19/03/2022 10:52
5189,11,2,6,0,,
7381,11,2,6,1,0.00950203,8/02/2022 5:53
7658,11,2,2,0,,
6029,11,2,2,1,0.010588987,18/03/2022 11:35
4146,11,3,6,0,,
4497,11,3,6,1,0.009059311,3/02/2022 9:37
3938,11,3,1,0,,
4657,11,3,1,1,-0.010635768,27/01/2022 15:27
9475,11,3,2,0,,
3422,11,3,2,1,-0.010122562,20/03/2022 21:36
5540,11,3,5,0,,
1557,11,3,5,1,0.00958765,23/01/2022 14:19
7146,11,3,4,0,,
6889,11,3,4,1,-0.009663795,29/01/2022 11:44
2995,11,3,0,0,,
2928,11,3,0,1,-0.009397502,2/03/2022 13:31
7934,11,3,7,0,,
2196,11,3,7,1,-0.010792596,23/03/2022 21:01
9486,12,0,2,0,,
4718,12,0,2,1,0.010512596,21/03/2022 14:17
9173,12,0,2,0,,
5551,12,0,2,1,0.009435902,6/02/2022 11:18
1478,12,0,5,0,,
8957,12,0,5,1,0.01019627,5/01/2022 5:35
5954,12,0,7,0,,
8230,12,0,7,1,0.009326136,9/01/2022 20:01
6370,12,0,2,0,,
7841,12,0,2,1,-0.009242352,20/03/2022 13:38
1597,12,0,4,0,,
6636,12,0,4,1,0.010948364,9/03/2022 11:16
6966,12,0,2,0,,
2850,12,0,2,1,0.009311228,22/01/2022 12:30
2253,12,0,8,0,,
7190,12,0,8,1,-0.009487079,13/02/2022 18:53
6185,12,1,0,0,,
5888,12,1,0,1,0.010533966,18/01/2022 5:44
8875,12,1,1,0,,
7711,12,1,1,1,0.009325332,21/02/2022 20:20
4072,12,1,6,0,,
4707,12,1,6,1,0.009433672,6/03/2022 12:52
8447,12,1,2,0,,
6771,12,1,2,1,0.009675351,19/01/2022 13:09
4129,12,1,2,0,,
3735,12,1,2,1,0.01054892,21/03/2022 13:53
3784,12,1,3,0,,
7728,12,1,3,1,0.009285068,16/01/2022 13:58
6404,12,1,2,0,,
9293,12,1,2,1,-0.010609178,14/01/2022 13:03
5494,12,2,2,0,,
6478,12,2,2,1,0.010994107,23/01/2022 18:58
6736,12,2,2,0,,
1081,12,2,2,1,-0.010498527,15/01/2022 18:41
5937,12,2,2,0,,
3864,12,2,2,1,-0.010122588,12/03/2022 10:42
2453,12,2,2,0,,
6789,12,2,2,1,0.010492378,19/03/2022 14:00
1565,12,2,1,0,,
4654,12,2,1,1,0.010096671,4/03/2022 22:27
7925,12,2,0,0,,
1044,12,2,0,1,-0.010167014,21/02/2022 7:34
7698,12,2,7,0,,
1976,12,2,7,1,0.010134604,21/03/2022 18:24
6437,12,2,3,0,,
9374,12,2,3,1,-0.010616472,2/03/2022 7:59
8170,12,3,2,0,,
1042,12,3,2,1,0.009704733,14/03/2022 19:12
6187,12,3,7,0,,
3119,12,3,7,1,-0.010573852,14/02/2022 15:01
7250,12,3,0,0,,
7675,12,3,0,1,-0.010698981,16/01/2022 18:12
4231,12,3,2,0,,
3393,12,3,2,1,0.01046661,8/02/2022 13:05
3321,12,3,2,0,,
3056,12,3,2,1,0.010460622,7/03/2022 11:56
8375,12,3,2,0,,
8894,12,3,2,1,0.009874702,24/01/2022 10:32
1945,12,3,1,0,,
1022,12,3,1,1,-0.010215999,24/02/2022 20:45
5694,12,3,2,0,,
3245,12,3,2,1,0.010499445,14/02/2022 21:36
7631,12,4,7,0,,
6513,12,4,7,1,-0.010279269,11/03/2022 20:23
7996,12,4,1,0,,
8766,12,4,1,1,0.009713661,20/01/2022 16:32
2334,12,4,5,0,,
6178,12,4,5,1,-0.010313697,13/02/2022 14:23
9445,12,4,2,0,,
8615,12,4,2,1,0.010860816,30/01/2022 14:42
5131,12,4,2,0,,
5298,12,4,2,1,0.009219073,4/03/2022 21:12
6465,12,4,6,0,,
1914,12,4,6,1,-0.010239637,21/01/2022 10:37
4670,12,4,2,0,,
9940,12,4,2,1,0.009773332,3/02/2022 10:06
1415,12,4,0,0,,
7188,12,4,0,1,-0.00967326,30/01/2022 15:26
3228,12,4,2,0,,
6993,12,4,2,1,-0.010881622,24/01/2022 20:14
4894,12,4,2,0,,
6611,12,4,2,1,-0.010723321,25/02/2022 17:34
7548,12,4,8,0,,
1468,12,4,8,1,-0.009851103,11/02/2022 19:51
8928,12,4,4,0,,
8857,12,4,4,1,0.009579708,19/02/2022 11:55
5188,12,4,3,0,,
8286,12,4,3,1,0.009371185,9/03/2022 17:35
3357,12,5,6,0,,
8507,12,5,6,1,0.010224254,14/03/2022 3:23
6662,12,5,2,0,,
9075,12,5,2,1,-0.009240569,22/01/2022 5:13
5408,12,5,6,0,,
2449,12,5,6,1,-0.00945547,24/03/2022 11:03
2473,12,5,6,0,,
2341,12,5,6,1,-0.009888142,13/02/2022 10:58
1663,12,6,2,0,,
3033,12,6,2,1,0.010017073,7/02/2022 13:58
8268,12,6,2,0,,
7655,12,6,2,1,-0.010180483,2/01/2022 12:37
2075,12,6,6,0,,
1660,12,6,6,1,0.009128235,17/01/2022 20:00
3567,12,6,8,0,,
5635,12,6,8,1,0.01055879,21/01/2022 8:40
